Date,Origin,Destination,Airline,Price
2025-06-22,ICN,LAX,아시아나항공,1863000
2025-06-22,ICN,LAX,대한항공델타항공,1865800
2025-06-23,ICN,LAX,에어프레미아,1237400
2025-06-23,ICN,LAX,에어프레미아,1372400
2025-06-23,ICN,LAX,아시아나항공,1713000
2025-06-24,ICN,LAX,에어프레미아,1312400
2025-06-24,ICN,LAX,아시아나항공,1713000
2025-06-24,ICN,LAX,대한항공델타항공,1865800
2025-06-25,ICN,LAX,에어프레미아,1372400
2025-06-25,ICN,LAX,에어프레미아,1372400
2025-06-25,ICN,LAX,중화항공,1467600
2025-06-25,ICN,LAX,아시아나항공,1638000
2025-06-25,ICN,LAX,대한항공델타항공,1640800
2025-06-26,ICN,LAX,에어프레미아,1472400
2025-06-26,ICN,LAX,아시아나항공,1888000
2025-06-26,ICN,LAX,대한항공델타항공,1890800
2025-06-27,ICN,LAX,에어프레미아,1207400
2025-06-27,ICN,LAX,에어프레미아,1207400
2025-06-27,ICN,LAX,대한항공델타항공,1690800
2025-06-27,ICN,LAX,아시아나항공,1788000
2025-06-28,ICN,LAX,에어프레미아,1307400
2025-06-28,ICN,LAX,자가 환승 웨스트젯,1751495
2025-06-28,ICN,LAX,아시아나항공,2038000
2025-06-29,ICN,LAX,에어프레미아,1307400
2025-06-29,ICN,LAX,중화항공,1776300
2025-06-29,ICN,LAX,아시아나항공,2038000
2025-06-30,ICN,LAX,에어프레미아,1207400
2025-06-30,ICN,LAX,에어프레미아,1307400
2025-06-30,ICN,LAX,아시아나항공,1888000
2025-07-01,ICN,LAX,에어프레미아,1207400
2025-07-01,ICN,LAX,아시아나항공,1788000
2025-07-01,ICN,LAX,대한항공델타항공,1890800
2025-07-02,ICN,LAX,에어프레미아,1207400
2025-07-02,ICN,LAX,에어프레미아,1207400
2025-07-02,ICN,LAX,대한항공델타항공,1690800
2025-07-02,ICN,LAX,아시아나항공,1788000
2025-07-03,ICN,LAX,에어프레미아,1307400
2025-07-03,ICN,LAX,아시아나항공,1788000
2025-07-03,ICN,LAX,대한항공델타항공,1815800
2025-07-04,ICN,LAX,에어프레미아,1207400
2025-07-04,ICN,LAX,에어프레미아,1307400
2025-07-04,ICN,LAX,아시아나항공,1788000
2025-07-05,ICN,LAX,에어프레미아,1307400
2025-07-05,ICN,LAX,대한항공델타항공,1765800
2025-07-05,ICN,LAX,아시아나항공,1834133
2025-07-06,ICN,LAX,에어프레미아,1207400
2025-07-06,ICN,LAX,에어프레미아,1307400
2025-07-06,ICN,LAX,아시아나항공,1845464
2025-07-06,ICN,LAX,대한항공델타항공,1890800
2025-07-07,ICN,LAX,에어프레미아,1207400
2025-07-07,ICN,LAX,에어프레미아,1307400
2025-07-07,ICN,LAX,아시아나항공,1788000
2025-07-07,ICN,LAX,대한항공델타항공,1890800
2025-07-08,ICN,LAX,에어프레미아,1522400
2025-07-08,ICN,LAX,대한항공델타항공,1765800
2025-07-08,ICN,LAX,아시아나항공,1788000
2025-07-09,ICN,LAX,에어프레미아,1207400
2025-07-09,ICN,LAX,에어프레미아,1207400
2025-07-09,ICN,LAX,중화항공,1396300
2025-07-09,ICN,LAX,아시아나항공,1788000
2025-07-09,ICN,LAX,대한항공델타항공,1815800
2025-07-10,ICN,LAX,에어프레미아,1207400
2025-07-10,ICN,LAX,아시아나항공,1732058
2025-07-10,ICN,LAX,대한항공델타항공,1940800
2025-07-11,ICN,LAX,에어프레미아,1072400
2025-07-11,ICN,LAX,에어프레미아,1072400
2025-07-11,ICN,LAX,중화항공,1301300
2025-07-11,ICN,LAX,대한항공델타항공,1690800
2025-07-11,ICN,LAX,아시아나항공,1788000
2025-07-12,ICN,LAX,에어프레미아,1407400
2025-07-12,ICN,LAX,아시아나항공,1813067
2025-07-12,ICN,LAX,대한항공델타항공,1890800
2025-07-13,ICN,LAX,에어프레미아,1207400
2025-07-13,ICN,LAX,에어프레미아,1307400
2025-07-13,ICN,LAX,중화항공,1396300
2025-07-13,ICN,LAX,대한항공델타항공,1890800
2025-07-13,ICN,LAX,아시아나항공,1938000
2025-07-14,ICN,LAX,에어프레미아,1207400
2025-07-14,ICN,LAX,에어프레미아,1207400
2025-07-14,ICN,LAX,아시아나항공,1685061
2025-07-14,ICN,LAX,대한항공델타항공,1765800
2025-07-15,ICN,LAX,에어프레미아,1207400
2025-07-15,ICN,LAX,대한항공델타항공,1765800
2025-07-15,ICN,LAX,아시아나항공,1788000
2025-07-16,ICN,LAX,에어프레미아,1207400
2025-07-16,ICN,LAX,에어프레미아,1207400
2025-07-16,ICN,LAX,아시아나항공,1612148
2025-07-16,ICN,LAX,대한항공델타항공,1815800
2025-07-17,ICN,LAX,에어프레미아,1307400
2025-07-17,ICN,LAX,아시아나항공,1720713
2025-07-17,ICN,LAX,대한항공델타항공,1815800
2025-07-18,ICN,LAX,아시아나항공,1608910
2025-07-18,ICN,LAX,에어프레미아,1622400
2025-07-18,ICN,LAX,대한항공델타항공,1690800
2025-07-19,ICN,LAX,에어프레미아,1407400
2025-07-19,ICN,LAX,중화항공,1586300
2025-07-19,ICN,LAX,아시아나항공,1900562
2025-07-20,ICN,LAX,에어프레미아,1307400
2025-07-20,ICN,LAX,에어프레미아,1407400
2025-07-20,ICN,LAX,하와이안항공알래스카항공,1499700
2025-07-20,ICN,LAX,아시아나항공,2238000
2025-07-21,ICN,LAX,에어프레미아,1307400
2025-07-21,ICN,LAX,에어프레미아,1307400
2025-07-21,ICN,LAX,하와이안항공알래스카항공,1446200
2025-07-21,ICN,LAX,아시아나항공,2088000
2025-07-21,ICN,LAX,대한항공델타항공,2265800
2025-07-22,ICN,LAX,에어프레미아,1307400
2025-07-22,ICN,LAX,중화항공,1586300
2025-07-22,ICN,LAX,에바항공,1606900
2025-07-23,ICN,LAX,에어프레미아,1307400
2025-07-23,ICN,LAX,에어프레미아,1307400
2025-07-23,ICN,LAX,중화항공,1586300
2025-07-23,ICN,LAX,아시아나항공,2088000
2025-07-24,ICN,LAX,에어프레미아,1407400
2025-07-24,ICN,LAX,아시아나항공,1822783
2025-07-24,ICN,LAX,대한항공델타항공,2190800
2025-07-25,ICN,LAX,에어프레미아,1307400
2025-07-25,ICN,LAX,에어프레미아,1407400
2025-07-25,ICN,LAX,아시아나항공,2088000
2025-07-25,ICN,LAX,대한항공델타항공,2140800
2025-07-26,ICN,LAX,에어프레미아,1507400
2025-07-26,ICN,LAX,자가 환승 에바항공,1774179
2025-07-26,ICN,LAX,중화항공,1871300
2025-07-26,ICN,LAX,아시아나항공,1907040
2025-07-26,ICN,LAX,대한항공델타항공,2390800
2025-07-27,ICN,LAX,에어프레미아,1307400
2025-07-27,ICN,LAX,에어프레미아,1407400
2025-07-27,ICN,LAX,아시아나항공,2041526
2025-07-28,ICN,LAX,중화항공,1586300
2025-07-28,ICN,LAX,에어프레미아,1622400
2025-07-28,ICN,LAX,에어프레미아,1622400
2025-07-28,ICN,LAX,아시아나항공,1879500
2025-07-29,ICN,LAX,중화항공,1800100
2025-07-29,ICN,LAX,에어프레미아,1957400
2025-07-29,ICN,LAX,아시아나항공,2088000
2025-07-30,ICN,LAX,에어프레미아,1307400
2025-07-30,ICN,LAX,에어프레미아,1307400
2025-07-30,ICN,LAX,아시아나항공,1827640
2025-07-31,ICN,LAX,에어프레미아,1307400
2025-07-31,ICN,LAX,아시아나항공,1829266
2025-07-31,ICN,LAX,대한항공델타항공,2440800
2025-08-01,ICN,LAX,에어프레미아,1307400
2025-08-01,ICN,LAX,에어프레미아,1407400
2025-08-01,ICN,LAX,아시아나항공,1913519
2025-08-02,ICN,LAX,에어프레미아,1407400
2025-08-02,ICN,LAX,아시아나항공,1921620
2025-08-02,ICN,LAX,에어캐나다,2012200
2025-08-02,ICN,LAX,대한항공델타항공,2515800
2025-08-03,ICN,LAX,에어프레미아,1307400
2025-08-03,ICN,LAX,에어프레미아,1407400
2025-08-03,ICN,LAX,아시아나항공,1942687
2025-08-04,ICN,LAX,에어프레미아,1307400
2025-08-04,ICN,LAX,에어프레미아,1407400
2025-08-04,ICN,LAX,아시아나항공,1903805
2025-08-05,ICN,LAX,에어프레미아,1757400
2025-08-05,ICN,LAX,중화항공,1800100
2025-08-05,ICN,LAX,아시아나항공,1879500
2025-08-06,ICN,LAX,에어프레미아,1307400
2025-08-06,ICN,LAX,에어프레미아,1307400
2025-08-06,ICN,LAX,에어캐나다아시아나항공,1611100
2025-08-06,ICN,LAX,아시아나항공,1829266
2025-08-06,ICN,LAX,대한항공델타항공,2315800
2025-08-07,ICN,LAX,에어프레미아,1307400
2025-08-07,ICN,LAX,에바항공,1787400
2025-08-07,ICN,LAX,아시아나항공,1829266
2025-08-07,ICN,LAX,대한항공델타항공,2315800
2025-08-08,ICN,LAX,에어프레미아,1307400
2025-08-08,ICN,LAX,에어프레미아,1407400
2025-08-08,ICN,LAX,아시아나항공,2088000
2025-08-08,ICN,LAX,대한항공델타항공,2190800
2025-08-09,ICN,LAX,에어프레미아,1307400
2025-08-09,ICN,LAX,에바항공,1787400
2025-08-09,ICN,LAX,중화항공,1871300
2025-08-09,ICN,LAX,아시아나항공,1923241
2025-08-09,ICN,LAX,대한항공델타항공,2265800
2025-08-10,ICN,LAX,에어프레미아,1522400
2025-08-10,ICN,LAX,에어프레미아,1622400
2025-08-10,ICN,LAX,아시아나항공,1913519
2025-08-11,ICN,LAX,에어프레미아,1307400
2025-08-11,ICN,LAX,에어프레미아,1307400
2025-08-11,ICN,LAX,아시아나항공,1868154
2025-08-12,ICN,LAX,에어프레미아,1447400
2025-08-12,ICN,LAX,아시아나항공,1938000
2025-08-12,ICN,LAX,대한항공델타항공,2090800
2025-08-13,ICN,LAX,에어프레미아,1207400
2025-08-13,ICN,LAX,에어프레미아,1307400
2025-08-13,ICN,LAX,에바항공,1606900
2025-08-13,ICN,LAX,아시아나항공,1938000
2025-08-13,ICN,LAX,대한항공델타항공,2015800
2025-08-14,ICN,LAX,에어프레미아,1207400
2025-08-14,ICN,LAX,에바항공,1606900
2025-08-14,ICN,LAX,아시아나항공,1775801
2025-08-14,ICN,LAX,대한항공델타항공,1940800
2025-08-15,ICN,LAX,에어프레미아,1207400
2025-08-15,ICN,LAX,에어프레미아,1407400
2025-08-15,ICN,LAX,아시아나항공,1782276
2025-08-15,ICN,LAX,대한항공델타항공,1940800
2025-08-16,ICN,LAX,에어프레미아,1207400
2025-08-16,ICN,LAX,"자가 환승 에어프레미아, 알래스카항공하와이안항공",1706124
2025-08-16,ICN,LAX,아시아나항공,2088000
2025-08-16,ICN,LAX,대한항공델타항공,2090800
2025-08-17,ICN,LAX,에어프레미아,1072400
2025-08-17,ICN,LAX,에어프레미아,1207400
2025-08-17,ICN,LAX,에바항공,1606900
2025-08-17,ICN,LAX,아시아나항공,1881112
